Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2010-02-06,MelbourneAirport,14.6,26.4,0.8,4.8,11.3,SSE,39.0,S,S,22.0,19.0,60.0,51.0,1021.5,1020.1,1.0,7.0,17.2,24.4,No,No
2009-11-09,NorfolkIsland,15.9,20.4,0.0,7.6,3.3,S,39.0,SSE,S,22.0,22.0,52.0,58.0,1023.1,1020.4,7.0,7.0,17.4,17.8,No,No
2016-11-03,SydneyAirport,14.3,27.3,0.0,7.4,12.2,NE,43.0,WSW,ENE,9.0,33.0,60.0,38.0,1018.9,1014.3,1.0,1.0,19.9,25.8,No,No
2015-06-09,Darwin,21.0,31.7,0.0,6.6,10.7,ESE,39.0,E,E,26.0,17.0,65.0,28.0,1014.4,1010.0,6.0,3.0,25.4,31.2,No,No
2014-08-26,Mildura,4.2,20.5,0.0,3.6,10.3,SSW,28.0,S,SSE,11.0,11.0,82.0,35.0,1027.6,1023.8,0.0,1.0,8.7,19.5,No,No
2011-07-16,Brisbane,12.0,16.4,10.8,2.6,0.6,SSE,22.0,SSW,S,4.0,4.0,91.0,77.0,1028.1,1024.1,8.0,7.0,13.1,15.9,Yes,No
2013-01-22,Cairns,23.8,27.8,11.6,3.6,0.0,NE,41.0,S,ESE,26.0,7.0,88.0,94.0,1000.6,997.7,8.0,8.0,25.6,26.4,Yes,Yes
2014-02-23,Watsonia,13.5,25.7,0.0,3.4,12.1,WSW,30.0,SSE,SW,7.0,15.0,63.0,41.0,1023.8,1020.1,2.0,0.0,16.2,24.8,No,No
2009-01-07,Perth,18.8,35.4,0.0,12.0,13.2,SW,39.0,ESE,SSE,11.0,11.0,51.0,26.0,1014.1,1010.9,1.0,1.0,23.7,34.4,No,No
2010-01-08,MountGambier,12.5,38.3,0.0,7.2,9.6,NW,43.0,N,N,19.0,26.0,35.0,6.0,1015.1,1012.2,7.0,6.0,24.4,36.9,No,No
2016-06-30,Mildura,5.7,17.3,0.0,4.2,5.3,WNW,54.0,NNW,WSW,22.0,30.0,78.0,78.0,1015.0,1011.9,6.0,8.0,8.6,13.2,No,Yes
2017-04-09,MelbourneAirport,10.4,14.8,6.6,7.8,0.5,W,59.0,WSW,W,28.0,41.0,86.0,79.0,1007.3,1005.7,7.0,7.0,10.5,10.6,Yes,Yes
2015-01-19,AliceSprings,22.0,38.7,0.0,12.6,13.0,NW,33.0,NW,NW,13.0,9.0,37.0,16.0,1009.7,1006.5,3.0,5.0,31.6,38.1,No,No
2013-01-12,Sydney,23.5,31.2,0.0,9.6,1.5,SSE,56.0,W,S,13.0,26.0,53.0,50.0,1005.8,1006.7,6.0,7.0,29.4,28.1,No,No
2012-07-29,AliceSprings,-1.1,17.6,0.0,4.2,10.2,ESE,37.0,S,SE,6.0,22.0,54.0,24.0,1028.3,1024.3,1.0,3.0,8.1,16.8,No,No
2015-07-14,WaggaWagga,4.0,8.6,2.2,1.2,3.8,WSW,41.0,W,WNW,17.0,17.0,83.0,63.0,1015.7,1014.7,3.0,7.0,4.8,7.6,Yes,Yes
2009-02-03,Watsonia,19.6,30.4,1.0,4.2,8.4,S,37.0,SSE,S,15.0,22.0,71.0,43.0,1012.7,1009.9,7.0,3.0,22.6,28.6,No,No
2011-10-07,WaggaWagga,12.3,19.8,0.2,0.8,1.7,N,15.0,ESE,SW,4.0,9.0,90.0,79.0,1013.0,1010.7,8.0,7.0,13.9,17.4,No,No
2009-08-08,SydneyAirport,7.8,14.6,0.0,6.4,9.9,S,56.0,WSW,S,20.0,26.0,42.0,51.0,1023.2,1020.6,2.0,1.0,11.2,14.4,No,No
2013-11-14,MelbourneAirport,10.6,17.4,5.2,2.6,3.1,WSW,43.0,SW,SSW,26.0,19.0,72.0,56.0,1017.5,1017.6,7.0,7.0,12.3,14.9,Yes,No
2009-11-01,Brisbane,18.3,24.8,0.4,7.6,6.4,SSE,39.0,SSE,E,7.0,17.0,67.0,59.0,1024.4,1021.3,7.0,4.0,22.5,23.0,No,No
2010-10-21,NorfolkIsland,13.4,19.1,0.0,9.4,7.3,S,39.0,S,S,20.0,19.0,52.0,56.0,1023.9,1021.4,6.0,7.0,17.2,17.0,No,No
2011-03-25,Darwin,23.9,33.0,8.0,5.6,9.8,ENE,39.0,SE,NE,17.0,28.0,83.0,55.0,1008.6,1005.1,7.0,7.0,27.2,32.2,Yes,Yes
2011-10-10,Melbourne,7.4,16.1,3.6,3.0,5.6,WNW,41.0,W,W,19.0,26.0,62.0,64.0,1011.1,1009.1,7.0,7.0,10.2,12.8,Yes,Yes
2012-10-10,Mildura,6.0,18.9,0.0,6.6,7.8,SW,54.0,SSW,W,9.0,20.0,67.0,27.0,1015.8,1012.1,6.0,7.0,11.2,17.1,No,No
2011-03-31,Williamtown,16.0,25.4,0.6,4.4,4.6,SSE,46.0,SSE,SSE,28.0,28.0,76.0,62.0,1021.4,1021.8,7.0,7.0,22.3,23.4,No,Yes
2010-12-24,Canberra,13.6,21.7,0.0,6.0,7.1,E,30.0,E,NE,13.0,11.0,79.0,62.0,1025.4,1022.0,8.0,3.0,14.3,20.2,No,No
2012-04-01,SydneyAirport,16.3,25.1,0.0,5.6,8.1,SW,41.0,NW,NE,9.0,22.0,59.0,42.0,1018.1,1014.8,1.0,5.0,22.2,24.4,No,Yes
2010-02-02,AliceSprings,20.3,37.3,0.0,13.6,12.6,S,48.0,SW,SW,9.0,28.0,29.0,10.0,1005.4,1001.3,1.0,1.0,29.2,36.5,No,No
2013-09-20,AliceSprings,8.1,31.9,0.0,7.6,11.5,NNE,37.0,ENE,SSE,13.0,17.0,13.0,7.0,1016.7,1011.7,0.0,0.0,22.7,30.0,No,No
2011-11-23,Moree,20.3,22.1,23.4,13.8,0.0,NE,41.0,NNE,NE,19.0,19.0,96.0,92.0,1012.0,1010.1,8.0,8.0,20.6,22.0,Yes,Yes
2009-10-08,Portland,7.9,12.8,1.2,2.4,5.7,SSE,37.0,SSE,S,17.0,19.0,57.0,61.0,1030.5,1030.4,8.0,6.0,9.9,11.9,Yes,No
2008-07-25,Perth,7.4,17.0,0.0,2.6,1.9,NE,28.0,E,SW,7.0,19.0,84.0,88.0,1017.7,1014.1,7.0,8.0,12.1,14.0,No,Yes
2011-11-24,WaggaWagga,10.8,24.4,0.0,8.6,6.5,ENE,54.0,E,NE,17.0,28.0,40.0,38.0,1023.6,1021.8,1.0,7.0,19.6,21.0,No,Yes
2012-06-27,WaggaWagga,4.5,15.2,0.0,2.4,9.2,ENE,30.0,E,ENE,19.0,13.0,70.0,50.0,1030.9,1027.3,1.0,1.0,9.3,15.1,No,No
2010-07-24,Moree,5.8,19.5,0.0,2.4,6.6,E,28.0,E,SE,19.0,9.0,66.0,37.0,1029.3,1025.6,3.0,5.0,12.0,18.2,No,No
2012-04-01,CoffsHarbour,16.6,25.7,0.0,4.8,11.0,S,39.0,SW,S,20.0,26.0,56.0,54.0,1017.4,1014.8,1.0,1.0,23.0,25.3,No,No
2012-05-24,Portland,9.5,12.7,4.8,3.8,0.0,SE,52.0,SSE,SE,19.0,28.0,75.0,71.0,1017.3,1015.3,4.0,8.0,11.1,11.7,Yes,Yes
2015-10-30,SydneyAirport,15.3,24.8,0.0,8.0,9.3,NE,44.0,W,NE,9.0,31.0,52.0,41.0,1023.7,1020.6,1.0,7.0,20.7,23.8,No,No
2009-12-29,PerthAirport,24.7,42.7,0.0,10.6,4.1,NW,52.0,ENE,NW,28.0,17.0,31.0,20.0,1003.2,1001.8,7.0,7.0,31.0,33.5,No,No
2014-05-13,WaggaWagga,7.3,20.3,0.0,1.8,9.3,E,28.0,E,E,15.0,9.0,71.0,48.0,1030.4,1026.8,2.0,1.0,13.3,20.0,No,No
2013-03-12,Nuriootpa,23.3,37.1,0.0,10.4,11.7,NNW,41.0,NNW,NE,15.0,13.0,28.0,15.0,1013.1,1008.9,1.0,1.0,29.0,36.3,No,No
2014-02-18,Darwin,21.6,27.3,106.4,6.4,0.0,WNW,48.0,W,W,9.0,26.0,91.0,87.0,1006.7,1004.6,7.0,7.0,25.3,26.5,Yes,Yes
2009-12-03,MountGambier,15.3,20.6,0.0,9.2,9.0,WSW,52.0,WSW,SW,31.0,30.0,79.0,45.0,1013.6,1018.4,8.0,6.0,15.9,17.5,No,No
2015-04-09,Perth,17.6,24.5,3.2,1.0,0.0,NE,24.0,E,NE,7.0,11.0,97.0,91.0,1015.4,1012.3,8.0,8.0,19.2,21.2,Yes,Yes
2015-02-11,PerthAirport,19.7,37.0,0.0,10.6,12.4,ESE,50.0,E,W,31.0,19.0,45.0,22.0,1020.0,1015.4,4.0,1.0,25.0,36.8,No,No
2016-10-22,Darwin,24.0,26.7,23.6,9.2,0.0,ENE,41.0,E,SE,24.0,24.0,88.0,79.0,1014.8,1011.2,8.0,8.0,24.5,25.9,Yes,No
2015-02-02,PerthAirport,19.8,32.6,10.2,8.6,4.8,E,67.0,ENE,SSW,26.0,20.0,56.0,89.0,1014.4,1015.5,7.0,7.0,25.5,23.1,Yes,Yes
2009-07-17,Moree,0.9,15.2,0.4,1.2,9.6,SW,30.0,W,SW,17.0,15.0,93.0,52.0,1021.1,1019.1,2.0,2.0,5.6,14.7,No,No
2013-12-29,Cairns,21.8,31.5,0.0,7.6,12.2,NE,31.0,SSW,NNE,6.0,15.0,62.0,57.0,1011.1,1009.2,2.0,3.0,28.9,30.0,No,No
2012-03-03,Mildura,17.3,20.5,6.4,2.2,1.1,ENE,26.0,ESE,NNE,9.0,15.0,98.0,92.0,1008.0,1006.4,8.0,8.0,18.9,19.4,Yes,Yes
2011-12-14,Mildura,11.0,27.2,0.0,9.8,11.3,SE,33.0,SE,W,20.0,7.0,44.0,15.0,1018.2,1015.1,1.0,3.0,15.7,25.2,No,No
2009-12-10,Mildura,14.6,24.2,0.0,7.6,8.0,WSW,65.0,SSW,WNW,13.0,30.0,58.0,36.0,1010.6,1009.7,7.0,6.0,18.0,23.1,No,No
2013-09-14,Townsville,18.2,28.7,0.0,5.6,10.9,ENE,35.0,NNE,ENE,19.0,22.0,57.0,54.0,1017.0,1013.1,3.0,1.0,26.3,27.5,No,No
2009-08-25,WaggaWagga,6.6,13.5,0.8,3.2,7.5,W,107.0,W,NW,22.0,17.0,77.0,49.0,1011.4,1010.1,7.0,4.0,7.5,12.6,No,Yes
2016-02-01,MelbourneAirport,9.8,25.0,0.6,6.0,12.7,S,33.0,WSW,SE,9.0,20.0,72.0,42.0,1006.4,1005.3,2.0,1.0,15.2,24.4,No,No
2015-02-15,MelbourneAirport,14.6,34.7,0.2,5.0,11.4,N,44.0,NE,ENE,15.0,9.0,77.0,30.0,1015.6,1012.5,1.0,5.0,19.4,32.1,No,No
2013-04-05,Moree,11.2,28.1,1.4,8.2,10.3,ENE,48.0,E,E,7.0,13.0,65.0,26.0,1026.6,1022.7,4.0,5.0,17.4,27.6,Yes,No
2014-05-10,WaggaWagga,11.6,15.3,0.0,2.6,0.2,E,19.0,ENE,NNE,9.0,9.0,69.0,94.0,1021.9,1019.7,7.0,7.0,13.8,13.6,No,Yes
2012-07-06,MountGambier,-0.3,13.1,0.0,0.2,5.9,NNE,19.0,NNE,N,6.0,7.0,94.0,66.0,1036.1,1032.4,6.0,6.0,1.9,11.5,No,No
2013-08-11,Sale,1.2,17.4,0.0,3.6,7.5,WNW,39.0,NNE,NW,7.0,28.0,71.0,43.0,1015.2,1011.2,2.0,3.0,9.3,16.3,No,No
2009-10-03,Townsville,21.2,30.3,0.0,9.0,8.8,ENE,31.0,SSE,NNE,9.0,11.0,62.0,59.0,1015.0,1009.8,5.0,0.0,26.9,28.6,No,No
2011-06-26,MelbourneAirport,7.5,13.9,0.0,3.4,7.6,N,59.0,N,N,44.0,33.0,78.0,58.0,1022.2,1021.7,1.0,3.0,9.2,13.7,No,No
2011-12-03,Townsville,24.5,30.8,0.4,10.6,0.1,E,44.0,ESE,ENE,22.0,24.0,71.0,68.0,1011.1,1008.4,7.0,7.0,28.1,28.4,No,Yes
2009-08-11,AliceSprings,12.6,31.6,0.0,9.4,11.0,NNW,56.0,WNW,W,20.0,20.0,5.0,3.0,1015.3,1012.3,0.0,0.0,25.4,31.1,No,No
2012-08-19,MountGambier,4.2,12.5,0.6,0.6,0.6,W,33.0,NNW,WNW,15.0,13.0,99.0,78.0,1024.2,1022.0,8.0,8.0,8.3,11.3,No,No
2009-05-18,MelbourneAirport,6.2,16.9,0.0,0.6,9.2,ESE,26.0,N,SE,7.0,11.0,89.0,51.0,1025.4,1021.9,2.0,1.0,10.9,16.6,No,No
2016-04-25,Williamtown,11.5,23.3,0.0,5.0,4.7,SSE,37.0,W,S,11.0,30.0,74.0,60.0,1031.1,1028.8,5.0,2.0,17.6,21.9,No,No
2010-10-31,WaggaWagga,13.6,21.1,28.6,2.2,9.1,NNW,48.0,NNW,NW,17.0,26.0,68.0,49.0,1012.7,1012.6,3.0,7.0,16.0,19.2,Yes,No
2011-09-22,MountGambier,9.0,24.5,0.0,3.0,7.3,WNW,76.0,N,NNW,31.0,28.0,50.0,33.0,1011.6,1005.9,3.0,6.0,17.4,22.8,No,No
2010-04-09,Watsonia,10.7,21.3,0.0,2.6,2.3,W,20.0,ENE,SSE,11.0,7.0,100.0,57.0,1015.3,1011.2,7.0,7.0,12.6,20.8,No,Yes
2009-05-06,Canberra,4.0,17.1,0.0,2.2,5.1,NW,22.0,S,NW,4.0,15.0,95.0,51.0,1029.6,1024.8,8.0,1.0,6.6,16.4,No,No
2010-11-18,Nuriootpa,7.1,19.6,0.0,6.8,3.1,SSE,44.0,SW,SSE,17.0,17.0,83.0,76.0,1019.6,1019.6,8.0,8.0,14.2,15.6,No,No
2013-06-20,Watsonia,-0.7,14.6,0.0,1.0,8.6,NW,20.0,NE,N,6.0,7.0,100.0,52.0,1026.1,1022.2,1.0,6.0,1.6,14.1,No,No
2011-03-19,Darwin,25.7,28.3,0.8,3.0,0.0,N,28.0,ESE,N,11.0,19.0,94.0,80.0,1008.9,1006.2,7.0,8.0,26.0,27.2,No,Yes
2015-03-26,Woomera,9.5,21.3,0.0,8.4,11.2,S,39.0,S,SSW,24.0,20.0,47.0,21.0,1027.0,1025.8,0.0,0.0,13.5,19.9,No,No
2013-04-01,Watsonia,6.7,19.3,0.0,2.6,2.4,W,28.0,NE,NNW,7.0,13.0,100.0,50.0,1019.2,1017.3,7.0,7.0,8.8,18.1,No,No
2013-06-24,Sale,2.5,13.4,3.4,2.0,0.8,ENE,31.0,WNW,WNW,6.0,4.0,97.0,77.0,1030.5,1027.8,8.0,6.0,8.6,13.0,Yes,Yes
2014-05-22,Brisbane,17.8,26.1,1.2,2.0,7.4,ENE,22.0,SW,E,2.0,11.0,74.0,61.0,1023.9,1020.5,3.0,5.0,21.5,23.5,Yes,No
2009-09-28,Cobar,7.7,19.3,0.0,7.0,11.6,WSW,39.0,S,WSW,13.0,13.0,41.0,22.0,1016.9,1012.8,1.0,0.0,11.0,18.2,No,No
2012-11-04,NorfolkIsland,15.7,19.6,0.0,6.0,6.2,ESE,37.0,SE,SE,20.0,22.0,63.0,49.0,1020.7,1019.8,7.0,5.0,17.8,18.6,No,No
2014-03-05,AliceSprings,19.3,31.1,0.0,11.8,5.2,E,43.0,ESE,SE,20.0,26.0,55.0,49.0,1015.1,1011.5,4.0,7.0,27.1,28.1,No,No
2016-02-28,Moree,22.8,37.4,0.0,35.4,12.4,SW,46.0,ENE,SW,17.0,15.0,51.0,22.0,1015.1,1011.2,1.0,3.0,27.0,35.0,No,No
2010-06-18,Mildura,6.6,17.2,0.0,3.0,7.7,W,33.0,NW,W,13.0,20.0,90.0,48.0,1020.6,1018.4,7.0,2.0,9.4,16.8,No,No
2013-05-28,Perth,12.0,20.0,9.4,2.2,6.4,SSW,28.0,ENE,S,6.0,9.0,87.0,61.0,1016.5,1015.0,7.0,5.0,16.2,19.3,Yes,No
2015-05-02,Portland,10.9,16.9,0.4,2.2,5.4,WNW,54.0,NNW,NW,22.0,24.0,79.0,81.0,1014.7,1013.4,8.0,2.0,14.2,16.6,No,Yes
2013-06-04,Darwin,20.7,30.8,0.0,9.0,11.1,E,44.0,E,ENE,28.0,20.0,48.0,40.0,1013.5,1008.9,1.0,1.0,24.4,30.0,No,No
2015-02-22,Perth,17.1,29.6,0.0,9.0,12.3,SW,41.0,SE,SSW,11.0,22.0,62.0,49.0,1014.9,1012.1,1.0,1.0,22.8,27.5,No,No
2010-12-27,MelbourneAirport,7.3,15.9,0.0,5.8,6.9,SSW,57.0,WSW,S,22.0,31.0,66.0,49.0,1012.1,1013.9,3.0,7.0,12.8,14.4,No,No
2014-02-10,PerthAirport,17.0,31.5,0.0,9.4,12.6,SW,48.0,SSW,SW,20.0,33.0,39.0,42.0,1007.8,1005.4,1.0,1.0,23.9,28.9,No,No
2011-08-29,Sale,7.0,14.4,0.0,2.6,6.0,W,52.0,W,W,31.0,20.0,64.0,54.0,1016.0,1018.2,7.0,5.0,13.4,13.1,No,No
2013-08-04,Nuriootpa,6.2,14.0,8.0,1.8,5.8,W,41.0,W,W,17.0,28.0,92.0,65.0,1020.1,1018.0,8.0,7.0,9.7,12.9,Yes,No
2017-05-30,Watsonia,7.2,12.6,1.8,2.6,4.6,N,48.0,WNW,SW,9.0,17.0,100.0,65.0,1021.6,1023.5,7.0,5.0,9.8,11.2,Yes,Yes
2010-11-11,Hobart,9.4,17.0,9.8,5.0,3.9,S,39.0,SE,SE,7.0,19.0,81.0,67.0,1014.5,1009.1,8.0,7.0,11.1,16.7,Yes,No
2009-11-01,Cobar,21.2,35.0,0.0,10.0,12.8,NE,26.0,NNE,S,13.0,6.0,39.0,24.0,1021.5,1018.3,1.0,3.0,26.6,33.3,No,No
2008-11-10,Canberra,11.9,26.7,0.0,6.6,10.5,ENE,33.0,S,WNW,4.0,9.0,67.0,29.0,1024.1,1020.2,7.0,1.0,15.8,25.2,No,No
2010-07-22,MountGambier,8.4,14.8,0.2,1.4,5.0,SW,24.0,SW,S,9.0,17.0,83.0,87.0,1034.9,1034.1,7.0,7.0,11.2,13.3,No,No
2009-01-30,WaggaWagga,24.8,41.2,0.0,12.0,13.3,WNW,30.0,ENE,NE,17.0,13.0,24.0,14.0,1014.9,1010.8,0.0,1.0,30.9,39.1,No,No
2017-04-25,MelbourneAirport,15.8,18.1,21.0,3.4,3.6,W,46.0,WSW,SW,20.0,24.0,88.0,70.0,1008.5,1007.1,7.0,7.0,16.0,16.4,Yes,Yes
2011-12-28,Portland,6.5,19.8,0.0,5.0,7.1,S,31.0,SSE,S,9.0,15.0,67.0,60.0,1018.3,1018.0,1.0,1.0,16.1,18.3,No,No
2014-11-02,WaggaWagga,4.9,20.1,4.6,6.6,13.2,SW,46.0,SW,SW,30.0,24.0,52.0,23.0,1020.7,1020.5,2.0,1.0,11.0,18.8,Yes,No
2011-08-21,CoffsHarbour,12.0,19.5,52.4,5.8,3.7,SE,54.0,SW,SSE,20.0,26.0,92.0,64.0,1029.6,1028.6,7.0,7.0,13.0,17.7,Yes,Yes
2014-01-30,Woomera,24.4,43.1,0.0,17.8,13.4,SE,43.0,SE,ESE,13.0,17.0,38.0,10.0,1011.7,1008.7,1.0,1.0,29.3,40.6,No,No
2010-09-01,Melbourne,11.1,13.3,5.8,1.0,0.0,N,54.0,N,NNW,13.0,11.0,90.0,84.0,1014.1,1014.3,8.0,8.0,11.7,12.3,Yes,Yes
2013-06-18,Perth,7.1,18.1,0.2,2.8,4.4,NNE,15.0,NE,WSW,2.0,7.0,88.0,65.0,1020.2,1018.1,3.0,7.0,11.2,16.9,No,No
2013-09-25,Darwin,24.3,35.1,0.0,8.8,11.2,NNE,35.0,NNE,NNE,22.0,24.0,64.0,33.0,1014.3,1010.2,5.0,5.0,29.0,33.5,No,No
2015-12-15,MountGambier,12.6,33.4,0.0,6.8,12.6,S,35.0,E,SSW,9.0,17.0,40.0,20.0,1014.7,1013.2,1.0,5.0,23.0,31.3,No,No
2014-04-06,MelbourneAirport,11.5,23.2,0.0,4.0,8.8,S,33.0,SSW,S,7.0,19.0,88.0,55.0,1024.5,1022.3,6.0,2.0,14.7,21.8,No,No
2012-10-19,Townsville,17.9,29.5,0.0,9.4,11.7,ENE,48.0,ESE,ENE,26.0,31.0,52.0,53.0,1017.5,1014.8,3.0,1.0,26.8,27.0,No,No
2009-06-18,Nuriootpa,0.7,14.9,0.0,1.6,8.7,NE,24.0,ENE,NE,9.0,13.0,82.0,57.0,1028.9,1026.0,2.0,6.0,7.6,14.4,No,No
2014-01-17,Brisbane,20.8,30.8,0.2,10.4,12.2,E,35.0,E,E,13.0,15.0,55.0,47.0,1016.4,1013.5,3.0,1.0,26.5,28.8,No,No
2009-07-09,WaggaWagga,3.0,15.5,0.0,3.0,9.4,E,28.0,ESE,ENE,4.0,15.0,74.0,52.0,1031.5,1028.4,1.0,1.0,8.1,15.4,No,No
2010-05-06,PerthAirport,4.7,25.9,0.0,2.6,8.9,SSW,33.0,NE,SSW,9.0,24.0,40.0,29.0,1023.6,1020.6,1.0,0.0,17.9,24.1,No,No
2013-01-17,Sydney,21.4,29.0,0.0,8.2,12.1,ENE,41.0,NW,E,2.0,26.0,75.0,67.0,1012.5,1007.9,5.0,1.0,24.3,26.5,No,No
2013-12-25,Sydney,18.7,21.5,0.6,3.6,0.0,ENE,35.0,W,NE,6.0,13.0,85.0,88.0,1019.3,1016.4,8.0,8.0,18.9,20.1,No,Yes
2016-07-16,Darwin,16.4,27.5,0.0,8.0,11.0,SE,44.0,SE,SSE,31.0,19.0,52.0,27.0,1017.1,1012.8,3.0,0.0,18.4,26.4,No,No
2011-03-05,Brisbane,21.1,27.0,29.2,2.2,0.0,SE,41.0,SW,SSE,4.0,11.0,87.0,59.0,1014.2,1014.2,8.0,8.0,24.1,26.8,Yes,Yes
2017-01-31,Sydney,25.4,39.4,0.0,11.8,4.8,SSE,57.0,ESE,SSE,7.0,33.0,36.0,58.0,1008.1,1009.7,7.0,7.0,33.2,29.2,No,Yes
2014-05-29,Brisbane,15.3,28.6,0.0,3.4,9.7,E,22.0,SW,ENE,4.0,9.0,77.0,51.0,1021.7,1018.4,1.0,1.0,20.2,25.9,No,No
2017-04-24,Sydney,15.7,23.9,0.0,3.0,10.0,NNE,24.0,W,E,15.0,17.0,74.0,61.0,1022.7,1018.4,1.0,3.0,18.2,22.7,No,No
2010-04-21,Canberra,6.1,25.0,0.0,3.0,10.4,NNW,28.0,E,NW,2.0,9.0,78.0,39.0,1024.3,1020.4,1.0,2.0,15.3,24.7,No,No
2016-04-08,Perth,15.9,27.5,0.0,4.0,6.3,ESE,24.0,ESE,NE,9.0,11.0,51.0,40.0,1019.1,1016.3,7.0,5.0,19.0,25.8,No,No
2014-06-01,Perth,10.6,21.4,1.0,1.6,5.4,WSW,22.0,NNE,W,7.0,11.0,92.0,61.0,1018.5,1017.6,5.0,4.0,13.3,20.5,No,Yes
2010-08-16,Canberra,5.5,11.8,1.8,2.8,6.4,NW,59.0,NW,NW,31.0,30.0,76.0,84.0,1012.9,1012.0,5.0,6.0,7.2,8.3,Yes,No
2011-07-01,Cairns,18.6,24.6,7.4,3.0,6.1,SSE,54.0,SSE,SE,26.0,35.0,78.0,57.0,1018.7,1016.6,3.0,3.0,20.8,24.1,Yes,No
2010-02-02,MelbourneAirport,14.7,35.2,0.0,7.4,12.0,N,52.0,E,SE,11.0,20.0,59.0,20.0,1015.6,1012.6,3.0,6.0,22.9,33.7,No,No
2013-08-23,Moree,0.0,20.9,0.0,3.8,10.9,W,43.0,WNW,WSW,4.0,28.0,43.0,24.0,1019.3,1016.4,1.0,5.0,11.7,20.7,No,No
2014-07-17,Watsonia,7.7,11.9,1.4,2.8,8.1,W,52.0,NNW,WNW,17.0,15.0,68.0,60.0,1009.2,1008.9,2.0,7.0,8.9,9.8,Yes,Yes
2015-10-15,Nuriootpa,11.3,36.5,0.0,6.3,8.2,WNW,44.0,NE,NW,11.0,17.0,19.0,7.0,1016.1,1013.4,6.0,2.0,25.3,34.9,No,No
2010-06-19,Cairns,17.5,28.4,0.0,4.8,10.3,SSE,37.0,NW,ESE,9.0,26.0,72.0,53.0,1017.8,1015.1,6.0,6.0,23.5,27.1,No,No
2015-01-26,SydneyAirport,19.8,21.1,0.4,10.6,0.0,SSW,54.0,SSW,S,31.0,30.0,85.0,83.0,1013.0,1013.4,8.0,8.0,20.3,20.1,No,Yes
2013-03-11,Moree,17.4,29.9,0.0,7.2,11.1,ENE,43.0,E,ENE,20.0,19.0,59.0,34.0,1017.7,1014.8,2.0,4.0,22.2,29.3,No,No
2011-12-13,Brisbane,18.4,31.1,0.0,5.2,11.1,ENE,28.0,NNW,ENE,4.0,15.0,54.0,66.0,1006.0,1005.0,1.0,3.0,26.1,27.2,No,Yes
2015-06-08,Brisbane,11.8,24.5,0.2,3.8,9.1,ENE,15.0,SW,NE,6.0,6.0,71.0,56.0,1028.0,1024.2,1.0,6.0,17.1,21.1,No,No
2010-10-04,Woomera,15.2,30.6,0.0,10.6,7.9,SSW,41.0,ESE,SW,15.0,13.0,38.0,25.0,1018.4,1016.2,0.0,0.0,21.7,29.2,No,No
2009-09-25,Brisbane,10.1,28.4,0.0,10.6,11.2,NNE,30.0,SW,NE,7.0,13.0,31.0,29.0,1017.8,1012.7,0.0,0.0,22.2,25.9,No,No
2013-10-22,PerthAirport,10.3,24.7,0.0,5.8,12.3,ENE,50.0,ENE,SE,24.0,17.0,48.0,23.0,1024.9,1020.7,0.0,1.0,16.9,24.0,No,No
2011-06-11,CoffsHarbour,7.2,16.6,0.0,4.8,0.0,SW,41.0,SW,SW,24.0,17.0,61.0,82.0,1020.2,1019.2,8.0,8.0,15.1,15.1,No,Yes
2012-10-07,NorfolkIsland,16.0,21.0,0.0,5.4,11.0,WNW,37.0,NW,WNW,17.0,20.0,77.0,61.0,1018.6,1015.4,5.0,1.0,18.9,19.8,No,No
2011-05-26,SydneyAirport,10.8,17.2,9.2,1.6,4.1,SSW,46.0,WSW,SSW,22.0,24.0,63.0,65.0,1016.8,1015.4,6.0,2.0,12.7,16.7,Yes,No
2013-05-15,Moree,3.6,18.5,0.0,3.2,7.3,W,26.0,NE,W,7.0,15.0,78.0,34.0,1017.4,1014.1,1.0,4.0,11.6,18.1,No,No
2015-05-29,Sydney,13.6,19.2,0.0,2.0,0.6,NW,26.0,W,WNW,9.0,7.0,79.0,65.0,1020.6,1020.1,8.0,6.0,17.3,18.7,No,No
2017-06-10,Mildura,4.7,18.2,0.0,2.0,8.3,SE,26.0,S,SE,11.0,15.0,99.0,51.0,1033.5,1030.4,0.0,1.0,6.5,17.6,No,No
2016-04-20,MelbourneAirport,15.5,28.7,0.0,8.0,7.7,N,52.0,N,N,30.0,31.0,44.0,23.0,1021.7,1018.9,7.0,7.0,21.0,27.8,No,No
2011-09-20,MelbourneAirport,8.4,16.6,3.6,10.4,7.1,WSW,65.0,W,W,28.0,31.0,78.0,44.0,1007.4,1011.1,7.0,5.0,10.4,16.0,Yes,No
2009-11-12,Watsonia,15.2,31.0,0.0,10.4,11.2,SSW,35.0,NE,SSW,7.0,20.0,51.0,31.0,1018.5,1017.7,5.0,6.0,23.6,29.4,No,No
2013-09-27,SydneyAirport,14.0,21.7,0.0,12.2,11.4,W,41.0,W,E,17.0,22.0,30.0,32.0,1019.9,1016.5,0.0,0.0,17.3,20.1,No,No
2011-06-18,NorfolkIsland,15.8,20.4,5.4,3.6,5.0,W,76.0,WNW,WNW,31.0,35.0,57.0,61.0,1004.0,1002.3,3.0,4.0,19.7,20.0,Yes,Yes
