,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Cloud9am,Temp9am,RainToday,RainTomorrow
1917,1.4,23.7,0.0,7.0,11.4,E,37.0,ESE,E,13.0,31.0,29.0,11.0,1025.3,2.0,14.1,No,No
1918,4.5,19.5,2.0,1.8,8.1,W,44.0,NNW,WNW,11.0,24.0,72.0,42.0,1018.8,2.0,10.3,Yes,No
1919,8.8,20.7,0.0,1.2,5.1,WNW,28.0,SSW,ENE,7.0,11.0,72.0,59.0,1014.2,6.0,14.2,No,Yes
1920,20.5,31.8,0.0,7.2,9.3,NNE,54.0,N,NNE,19.0,43.0,65.0,63.0,1013.0,1.0,26.2,No,No
1921,9.8,24.3,0.0,8.4,13.8,SSW,54.0,WSW,SW,22.0,30.0,56.0,20.0,1006.2,1.0,15.9,No,No
1922,4.7,19.0,0.0,2.2,9.2,SW,30.0,W,SW,13.0,17.0,64.0,40.0,1021.5,0.0,9.7,No,No
1923,11.3,23.7,0.2,10.0,11.1,W,26.0,WSW,W,7.0,11.0,44.0,25.0,1016.9,1.0,17.8,No,No
1924,18.5,23.0,0.0,13.0,5.8,SSE,63.0,S,S,35.0,39.0,65.0,49.0,1011.4,7.0,19.1,No,No
1925,4.9,22.8,0.0,6.8,10.7,ESE,43.0,ESE,E,11.0,11.0,38.0,22.0,1026.1,1.0,14.0,No,No
1926,5.7,19.8,0.0,4.4,9.8,WNW,30.0,NE,W,2.0,13.0,62.0,58.0,1013.1,1.0,15.2,No,Yes
1927,13.7,28.0,0.0,6.0,6.6,NE,26.0,ENE,NE,11.0,13.0,75.0,39.0,1023.9,6.0,16.7,No,No
1928,5.1,17.9,0.0,2.4,4.5,NW,30.0,NW,NNW,13.0,11.0,57.0,58.0,1011.1,5.0,14.1,No,No
1929,5.4,18.2,0.0,2.2,9.2,N,28.0,NE,NNE,9.0,15.0,83.0,38.0,1025.2,1.0,10.5,No,No
1930,9.3,16.6,0.4,7.4,8.4,WSW,93.0,SW,SSW,30.0,20.0,49.0,38.0,999.6,4.0,12.3,No,No
1931,16.2,23.5,5.8,2.2,8.4,N,44.0,NE,NNE,13.0,20.0,82.0,55.0,1014.8,6.0,19.3,Yes,Yes
1932,10.3,15.1,0.2,0.2,0.0,NNW,15.0,SW,SW,2.0,7.0,86.0,70.0,1029.1,8.0,11.8,No,Yes
1933,19.3,30.5,0.0,8.0,12.8,NE,30.0,NE,NNE,6.0,9.0,52.0,48.0,1018.3,3.0,27.2,No,No
1934,15.0,18.2,8.4,4.8,0.1,SE,50.0,S,SSE,13.0,22.0,90.0,91.0,1006.9,8.0,15.9,Yes,Yes
1935,3.2,13.2,0.0,2.6,6.4,NNW,30.0,NW,NNW,15.0,15.0,77.0,57.0,1027.7,1.0,5.8,No,No
1936,17.1,20.5,0.0,9.8,9.9,S,65.0,S,S,31.0,33.0,68.0,69.0,1020.4,1.0,18.4,No,Yes
1937,6.1,27.1,0.0,3.4,9.7,N,89.0,N,NNE,46.0,35.0,41.0,26.0,1009.2,2.0,18.8,No,Yes
1938,12.4,22.6,5.0,5.4,8.5,SE,24.0,SE,SE,7.0,13.0,82.0,54.0,1019.1,1.0,17.2,Yes,No
1939,9.8,34.0,0.0,8.0,9.7,NNE,48.0,E,ENE,11.0,6.0,55.0,17.0,1016.3,5.0,19.4,No,No
1940,11.6,28.1,0.0,3.0,10.0,N,54.0,NNW,N,33.0,33.0,66.0,35.0,1013.2,1.0,14.9,No,Yes
1941,7.6,20.2,0.0,2.0,3.1,WNW,31.0,NNW,WNW,9.0,11.0,78.0,40.0,1018.2,7.0,11.6,No,Yes
1942,11.5,19.3,0.0,4.6,7.1,ENE,28.0,NE,SE,13.0,15.0,60.0,63.0,1023.6,1.0,17.0,No,No
1943,22.3,27.8,17.4,3.2,2.5,E,26.0,SSE,SE,7.0,9.0,76.0,70.0,1008.1,7.0,26.1,Yes,Yes
1944,4.6,9.6,10.4,3.8,4.5,WSW,70.0,WNW,WSW,28.0,26.0,71.0,68.0,1003.1,7.0,7.2,Yes,No
1945,14.1,22.5,0.0,10.0,0.0,NNW,48.0,N,W,22.0,6.0,43.0,42.0,1012.0,7.0,19.6,No,No
1946,23.5,32.6,4.8,6.2,5.7,ENE,46.0,ENE,W,7.0,13.0,84.0,65.0,1012.4,7.0,25.9,Yes,Yes
1947,13.6,21.7,2.0,3.4,5.3,E,35.0,WSW,SE,9.0,13.0,71.0,64.0,1029.0,6.0,17.1,Yes,Yes
1948,11.7,23.7,25.6,4.0,5.9,SE,46.0,E,E,24.0,24.0,75.0,55.0,1020.4,7.0,15.5,Yes,No
1949,16.2,29.5,0.0,9.2,11.2,ESE,41.0,SE,ESE,19.0,30.0,50.0,39.0,1016.3,0.0,23.8,No,No
1950,21.3,27.8,0.0,8.4,8.4,ENE,31.0,N,NNE,6.0,9.0,57.0,59.0,1013.6,7.0,26.1,No,No
1951,1.8,18.4,0.0,2.0,8.8,SSE,22.0,E,SSE,9.0,6.0,77.0,43.0,1026.4,1.0,7.1,No,No
1952,7.8,24.1,2.2,4.4,12.8,SE,39.0,W,WSW,19.0,19.0,59.0,35.0,1013.0,7.0,14.6,Yes,No
1953,3.8,21.8,0.0,3.6,10.6,E,37.0,E,ENE,15.0,17.0,48.0,27.0,1027.6,0.0,13.6,No,No
1954,11.2,25.8,0.0,5.2,11.8,SSW,30.0,SSW,SSW,13.0,13.0,68.0,45.0,1010.8,6.0,18.4,No,No
1955,4.8,18.7,0.0,1.4,9.4,NNE,26.0,WSW,NE,6.0,15.0,79.0,53.0,1023.7,1.0,13.6,No,No
1956,11.5,16.4,0.4,4.0,2.2,W,54.0,WSW,WSW,35.0,33.0,69.0,42.0,1011.9,7.0,13.0,No,No
1957,9.7,14.2,0.0,3.2,11.4,S,46.0,SSE,SSE,19.0,24.0,50.0,57.0,1024.7,4.0,12.1,No,No
1958,19.4,35.1,0.0,10.8,13.1,W,52.0,N,W,17.0,39.0,53.0,14.0,1012.4,1.0,27.0,No,No
1959,2.9,11.8,0.0,1.4,2.6,NNW,33.0,NNW,N,20.0,17.0,84.0,61.0,1012.4,6.0,4.1,No,No
1960,19.8,31.9,0.0,7.0,10.9,NNW,43.0,NE,NNW,13.0,20.0,69.0,55.0,1015.4,2.0,26.2,No,No
1961,24.7,29.6,6.8,7.4,3.1,SE,52.0,S,SE,19.0,30.0,83.0,63.0,1015.0,7.0,26.7,Yes,No
1962,13.4,26.2,0.0,4.0,10.8,NE,28.0,W,NE,9.0,19.0,57.0,59.0,1015.8,1.0,20.4,No,No
1963,10.7,29.1,8.6,3.2,9.6,NNW,44.0,NE,NNW,11.0,22.0,88.0,33.0,1018.7,1.0,14.7,Yes,No
1964,8.9,26.7,0.0,4.8,12.0,ENE,31.0,NE,NE,6.0,11.0,87.0,39.0,1025.4,0.0,13.4,No,No
1965,20.5,37.0,0.0,11.4,12.7,NNE,41.0,N,N,28.0,20.0,49.0,16.0,1016.1,1.0,26.5,No,No
1966,15.6,26.5,0.0,14.8,4.3,ESE,35.0,S,SE,13.0,13.0,68.0,33.0,1014.5,7.0,18.0,No,No
1967,28.6,33.5,0.8,6.8,8.5,WNW,41.0,W,WNW,15.0,30.0,80.0,70.0,1009.8,7.0,30.2,No,No
1968,7.2,14.2,11.6,1.8,2.5,WNW,48.0,W,NW,26.0,30.0,93.0,76.0,1014.7,7.0,9.6,Yes,Yes
1969,14.5,23.5,5.2,2.6,8.0,SE,28.0,SW,SE,9.0,7.0,76.0,52.0,1023.7,6.0,17.5,Yes,No
1970,5.4,14.0,0.4,2.0,0.3,NNE,19.0,N,N,9.0,9.0,99.0,72.0,1030.0,7.0,9.2,No,No
1971,5.8,13.7,11.2,1.2,0.6,W,39.0,SW,SW,24.0,17.0,90.0,91.0,1014.6,8.0,8.7,Yes,Yes
1972,15.7,21.5,19.4,9.4,5.0,W,57.0,NW,W,15.0,30.0,100.0,54.0,995.0,8.0,18.3,Yes,Yes
1973,14.8,39.2,0.0,5.6,10.6,N,70.0,SSW,N,7.0,33.0,67.0,19.0,1018.0,2.0,19.6,No,No
1974,-1.7,15.2,0.0,3.8,8.7,NW,39.0,W,NNW,2.0,26.0,82.0,46.0,1022.4,1.0,7.3,No,No
1975,20.6,31.7,0.0,5.2,10.4,NNW,31.0,ENE,WNW,17.0,20.0,72.0,39.0,1012.6,7.0,25.3,No,No
1976,10.0,22.1,0.0,1.0,8.5,W,31.0,NNW,WSW,2.0,17.0,71.0,40.0,1022.5,1.0,14.4,No,No
1977,17.3,31.5,0.0,10.0,8.5,E,48.0,E,SW,20.0,28.0,47.0,29.0,1010.8,2.0,23.2,No,No
1978,6.0,14.7,0.2,2.2,0.7,WNW,33.0,NW,WNW,17.0,13.0,100.0,82.0,1029.7,7.0,8.8,No,Yes
1979,14.6,26.4,0.8,4.8,11.3,SSE,39.0,S,S,22.0,19.0,60.0,51.0,1021.5,1.0,17.2,No,No
1980,15.9,20.4,0.0,7.6,3.3,S,39.0,SSE,S,22.0,22.0,52.0,58.0,1023.1,7.0,17.4,No,No
1981,14.3,27.3,0.0,7.4,12.2,NE,43.0,WSW,ENE,9.0,33.0,60.0,38.0,1018.9,1.0,19.9,No,No
1982,21.0,31.7,0.0,6.6,10.7,ESE,39.0,E,E,26.0,17.0,65.0,28.0,1014.4,6.0,25.4,No,No
1983,4.2,20.5,0.0,3.6,10.3,SSW,28.0,S,SSE,11.0,11.0,82.0,35.0,1027.6,0.0,8.7,No,No
1984,12.0,16.4,10.8,2.6,0.6,SSE,22.0,SSW,S,4.0,4.0,91.0,77.0,1028.1,8.0,13.1,Yes,No
1985,23.8,27.8,11.6,3.6,0.0,NE,41.0,S,ESE,26.0,7.0,88.0,94.0,1000.6,8.0,25.6,Yes,Yes
1986,13.5,25.7,0.0,3.4,12.1,WSW,30.0,SSE,SW,7.0,15.0,63.0,41.0,1023.8,2.0,16.2,No,No
1987,18.8,35.4,0.0,12.0,13.2,SW,39.0,ESE,SSE,11.0,11.0,51.0,26.0,1014.1,1.0,23.7,No,No
1988,12.5,38.3,0.0,7.2,9.6,NW,43.0,N,N,19.0,26.0,35.0,6.0,1015.1,7.0,24.4,No,No
1989,5.7,17.3,0.0,4.2,5.3,WNW,54.0,NNW,WSW,22.0,30.0,78.0,78.0,1015.0,6.0,8.6,No,Yes
1990,10.4,14.8,6.6,7.8,0.5,W,59.0,WSW,W,28.0,41.0,86.0,79.0,1007.3,7.0,10.5,Yes,Yes
1991,22.0,38.7,0.0,12.6,13.0,NW,33.0,NW,NW,13.0,9.0,37.0,16.0,1009.7,3.0,31.6,No,No
1992,23.5,31.2,0.0,9.6,1.5,SSE,56.0,W,S,13.0,26.0,53.0,50.0,1005.8,6.0,29.4,No,No
1993,-1.1,17.6,0.0,4.2,10.2,ESE,37.0,S,SE,6.0,22.0,54.0,24.0,1028.3,1.0,8.1,No,No
1994,4.0,8.6,2.2,1.2,3.8,WSW,41.0,W,WNW,17.0,17.0,83.0,63.0,1015.7,3.0,4.8,Yes,Yes
1995,19.6,30.4,1.0,4.2,8.4,S,37.0,SSE,S,15.0,22.0,71.0,43.0,1012.7,7.0,22.6,No,No
1996,12.3,19.8,0.2,0.8,1.7,N,15.0,ESE,SW,4.0,9.0,90.0,79.0,1013.0,8.0,13.9,No,No
1997,7.8,14.6,0.0,6.4,9.9,S,56.0,WSW,S,20.0,26.0,42.0,51.0,1023.2,2.0,11.2,No,No
1998,10.6,17.4,5.2,2.6,3.1,WSW,43.0,SW,SSW,26.0,19.0,72.0,56.0,1017.5,7.0,12.3,Yes,No
1999,18.3,24.8,0.4,7.6,6.4,SSE,39.0,SSE,E,7.0,17.0,67.0,59.0,1024.4,7.0,22.5,No,No
2000,13.4,19.1,0.0,9.4,7.3,S,39.0,S,S,20.0,19.0,52.0,56.0,1023.9,6.0,17.2,No,No
2001,23.9,33.0,8.0,5.6,9.8,ENE,39.0,SE,NE,17.0,28.0,83.0,55.0,1008.6,7.0,27.2,Yes,Yes
2002,7.4,16.1,3.6,3.0,5.6,WNW,41.0,W,W,19.0,26.0,62.0,64.0,1011.1,7.0,10.2,Yes,Yes
2003,6.0,18.9,0.0,6.6,7.8,SW,54.0,SSW,W,9.0,20.0,67.0,27.0,1015.8,6.0,11.2,No,No
2004,16.0,25.4,0.6,4.4,4.6,SSE,46.0,SSE,SSE,28.0,28.0,76.0,62.0,1021.4,7.0,22.3,No,Yes
2005,13.6,21.7,0.0,6.0,7.1,E,30.0,E,NE,13.0,11.0,79.0,62.0,1025.4,8.0,14.3,No,No
2006,16.3,25.1,0.0,5.6,8.1,SW,41.0,NW,NE,9.0,22.0,59.0,42.0,1018.1,1.0,22.2,No,Yes
2007,20.3,37.3,0.0,13.6,12.6,S,48.0,SW,SW,9.0,28.0,29.0,10.0,1005.4,1.0,29.2,No,No
2008,8.1,31.9,0.0,7.6,11.5,NNE,37.0,ENE,SSE,13.0,17.0,13.0,7.0,1016.7,0.0,22.7,No,No
2009,20.3,22.1,23.4,13.8,0.0,NE,41.0,NNE,NE,19.0,19.0,96.0,92.0,1012.0,8.0,20.6,Yes,Yes
2010,7.9,12.8,1.2,2.4,5.7,SSE,37.0,SSE,S,17.0,19.0,57.0,61.0,1030.5,8.0,9.9,Yes,No
2011,7.4,17.0,0.0,2.6,1.9,NE,28.0,E,SW,7.0,19.0,84.0,88.0,1017.7,7.0,12.1,No,Yes
2012,10.8,24.4,0.0,8.6,6.5,ENE,54.0,E,NE,17.0,28.0,40.0,38.0,1023.6,1.0,19.6,No,Yes
2013,4.5,15.2,0.0,2.4,9.2,ENE,30.0,E,ENE,19.0,13.0,70.0,50.0,1030.9,1.0,9.3,No,No
2014,5.8,19.5,0.0,2.4,6.6,E,28.0,E,SE,19.0,9.0,66.0,37.0,1029.3,3.0,12.0,No,No
2015,16.6,25.7,0.0,4.8,11.0,S,39.0,SW,S,20.0,26.0,56.0,54.0,1017.4,1.0,23.0,No,No
2016,9.5,12.7,4.8,3.8,0.0,SE,52.0,SSE,SE,19.0,28.0,75.0,71.0,1017.3,4.0,11.1,Yes,Yes
2017,15.3,24.8,0.0,8.0,9.3,NE,44.0,W,NE,9.0,31.0,52.0,41.0,1023.7,1.0,20.7,No,No
2018,24.7,42.7,0.0,10.6,4.1,NW,52.0,ENE,NW,28.0,17.0,31.0,20.0,1003.2,7.0,31.0,No,No
2019,7.3,20.3,0.0,1.8,9.3,E,28.0,E,E,15.0,9.0,71.0,48.0,1030.4,2.0,13.3,No,No
2020,23.3,37.1,0.0,10.4,11.7,NNW,41.0,NNW,NE,15.0,13.0,28.0,15.0,1013.1,1.0,29.0,No,No
2021,21.6,27.3,106.4,6.4,0.0,WNW,48.0,W,W,9.0,26.0,91.0,87.0,1006.7,7.0,25.3,Yes,Yes
2022,15.3,20.6,0.0,9.2,9.0,WSW,52.0,WSW,SW,31.0,30.0,79.0,45.0,1013.6,8.0,15.9,No,No
2023,17.6,24.5,3.2,1.0,0.0,NE,24.0,E,NE,7.0,11.0,97.0,91.0,1015.4,8.0,19.2,Yes,Yes
2024,19.7,37.0,0.0,10.6,12.4,ESE,50.0,E,W,31.0,19.0,45.0,22.0,1020.0,4.0,25.0,No,No
2025,24.0,26.7,23.6,9.2,0.0,ENE,41.0,E,SE,24.0,24.0,88.0,79.0,1014.8,8.0,24.5,Yes,No
2026,19.8,32.6,10.2,8.6,4.8,E,67.0,ENE,SSW,26.0,20.0,56.0,89.0,1014.4,7.0,25.5,Yes,Yes
2027,0.9,15.2,0.4,1.2,9.6,SW,30.0,W,SW,17.0,15.0,93.0,52.0,1021.1,2.0,5.6,No,No
2028,21.8,31.5,0.0,7.6,12.2,NE,31.0,SSW,NNE,6.0,15.0,62.0,57.0,1011.1,2.0,28.9,No,No
2029,17.3,20.5,6.4,2.2,1.1,ENE,26.0,ESE,NNE,9.0,15.0,98.0,92.0,1008.0,8.0,18.9,Yes,Yes
2030,11.0,27.2,0.0,9.8,11.3,SE,33.0,SE,W,20.0,7.0,44.0,15.0,1018.2,1.0,15.7,No,No
2031,14.6,24.2,0.0,7.6,8.0,WSW,65.0,SSW,WNW,13.0,30.0,58.0,36.0,1010.6,7.0,18.0,No,No
2032,18.2,28.7,0.0,5.6,10.9,ENE,35.0,NNE,ENE,19.0,22.0,57.0,54.0,1017.0,3.0,26.3,No,No
2033,6.6,13.5,0.8,3.2,7.5,W,107.0,W,NW,22.0,17.0,77.0,49.0,1011.4,7.0,7.5,No,Yes
2034,9.8,25.0,0.6,6.0,12.7,S,33.0,WSW,SE,9.0,20.0,72.0,42.0,1006.4,2.0,15.2,No,No
2035,14.6,34.7,0.2,5.0,11.4,N,44.0,NE,ENE,15.0,9.0,77.0,30.0,1015.6,1.0,19.4,No,No
2036,11.2,28.1,1.4,8.2,10.3,ENE,48.0,E,E,7.0,13.0,65.0,26.0,1026.6,4.0,17.4,Yes,No
2037,11.6,15.3,0.0,2.6,0.2,E,19.0,ENE,NNE,9.0,9.0,69.0,94.0,1021.9,7.0,13.8,No,Yes
2038,-0.3,13.1,0.0,0.2,5.9,NNE,19.0,NNE,N,6.0,7.0,94.0,66.0,1036.1,6.0,1.9,No,No
2039,1.2,17.4,0.0,3.6,7.5,WNW,39.0,NNE,NW,7.0,28.0,71.0,43.0,1015.2,2.0,9.3,No,No
2040,21.2,30.3,0.0,9.0,8.8,ENE,31.0,SSE,NNE,9.0,11.0,62.0,59.0,1015.0,5.0,26.9,No,No
2041,7.5,13.9,0.0,3.4,7.6,N,59.0,N,N,44.0,33.0,78.0,58.0,1022.2,1.0,9.2,No,No
2042,24.5,30.8,0.4,10.6,0.1,E,44.0,ESE,ENE,22.0,24.0,71.0,68.0,1011.1,7.0,28.1,No,Yes
2043,12.6,31.6,0.0,9.4,11.0,NNW,56.0,WNW,W,20.0,20.0,5.0,3.0,1015.3,0.0,25.4,No,No
2044,4.2,12.5,0.6,0.6,0.6,W,33.0,NNW,WNW,15.0,13.0,99.0,78.0,1024.2,8.0,8.3,No,No
2045,6.2,16.9,0.0,0.6,9.2,ESE,26.0,N,SE,7.0,11.0,89.0,51.0,1025.4,2.0,10.9,No,No
2046,11.5,23.3,0.0,5.0,4.7,SSE,37.0,W,S,11.0,30.0,74.0,60.0,1031.1,5.0,17.6,No,No
2047,13.6,21.1,28.6,2.2,9.1,NNW,48.0,NNW,NW,17.0,26.0,68.0,49.0,1012.7,3.0,16.0,Yes,No
2048,9.0,24.5,0.0,3.0,7.3,WNW,76.0,N,NNW,31.0,28.0,50.0,33.0,1011.6,3.0,17.4,No,No
2049,10.7,21.3,0.0,2.6,2.3,W,20.0,ENE,SSE,11.0,7.0,100.0,57.0,1015.3,7.0,12.6,No,Yes
2050,4.0,17.1,0.0,2.2,5.1,NW,22.0,S,NW,4.0,15.0,95.0,51.0,1029.6,8.0,6.6,No,No
2051,7.1,19.6,0.0,6.8,3.1,SSE,44.0,SW,SSE,17.0,17.0,83.0,76.0,1019.6,8.0,14.2,No,No
2052,-0.7,14.6,0.0,1.0,8.6,NW,20.0,NE,N,6.0,7.0,100.0,52.0,1026.1,1.0,1.6,No,No
2053,25.7,28.3,0.8,3.0,0.0,N,28.0,ESE,N,11.0,19.0,94.0,80.0,1008.9,7.0,26.0,No,Yes
2054,9.5,21.3,0.0,8.4,11.2,S,39.0,S,SSW,24.0,20.0,47.0,21.0,1027.0,0.0,13.5,No,No
2055,6.7,19.3,0.0,2.6,2.4,W,28.0,NE,NNW,7.0,13.0,100.0,50.0,1019.2,7.0,8.8,No,No
2056,2.5,13.4,3.4,2.0,0.8,ENE,31.0,WNW,WNW,6.0,4.0,97.0,77.0,1030.5,8.0,8.6,Yes,Yes
2057,17.8,26.1,1.2,2.0,7.4,ENE,22.0,SW,E,2.0,11.0,74.0,61.0,1023.9,3.0,21.5,Yes,No
2058,7.7,19.3,0.0,7.0,11.6,WSW,39.0,S,WSW,13.0,13.0,41.0,22.0,1016.9,1.0,11.0,No,No
2059,15.7,19.6,0.0,6.0,6.2,ESE,37.0,SE,SE,20.0,22.0,63.0,49.0,1020.7,7.0,17.8,No,No
2060,19.3,31.1,0.0,11.8,5.2,E,43.0,ESE,SE,20.0,26.0,55.0,49.0,1015.1,4.0,27.1,No,No
2061,22.8,37.4,0.0,35.4,12.4,SW,46.0,ENE,SW,17.0,15.0,51.0,22.0,1015.1,1.0,27.0,No,No
2062,6.6,17.2,0.0,3.0,7.7,W,33.0,NW,W,13.0,20.0,90.0,48.0,1020.6,7.0,9.4,No,No
2063,12.0,20.0,9.4,2.2,6.4,SSW,28.0,ENE,S,6.0,9.0,87.0,61.0,1016.5,7.0,16.2,Yes,No
2064,10.9,16.9,0.4,2.2,5.4,WNW,54.0,NNW,NW,22.0,24.0,79.0,81.0,1014.7,8.0,14.2,No,Yes
2065,20.7,30.8,0.0,9.0,11.1,E,44.0,E,ENE,28.0,20.0,48.0,40.0,1013.5,1.0,24.4,No,No
2066,17.1,29.6,0.0,9.0,12.3,SW,41.0,SE,SSW,11.0,22.0,62.0,49.0,1014.9,1.0,22.8,No,No
2067,7.3,15.9,0.0,5.8,6.9,SSW,57.0,WSW,S,22.0,31.0,66.0,49.0,1012.1,3.0,12.8,No,No
2068,17.0,31.5,0.0,9.4,12.6,SW,48.0,SSW,SW,20.0,33.0,39.0,42.0,1007.8,1.0,23.9,No,No
2069,7.0,14.4,0.0,2.6,6.0,W,52.0,W,W,31.0,20.0,64.0,54.0,1016.0,7.0,13.4,No,No
2070,6.2,14.0,8.0,1.8,5.8,W,41.0,W,W,17.0,28.0,92.0,65.0,1020.1,8.0,9.7,Yes,No
2071,7.2,12.6,1.8,2.6,4.6,N,48.0,WNW,SW,9.0,17.0,100.0,65.0,1021.6,7.0,9.8,Yes,Yes
2072,9.4,17.0,9.8,5.0,3.9,S,39.0,SE,SE,7.0,19.0,81.0,67.0,1014.5,8.0,11.1,Yes,No
2073,21.2,35.0,0.0,10.0,12.8,NE,26.0,NNE,S,13.0,6.0,39.0,24.0,1021.5,1.0,26.6,No,No
2074,11.9,26.7,0.0,6.6,10.5,ENE,33.0,S,WNW,4.0,9.0,67.0,29.0,1024.1,7.0,15.8,No,No
2075,8.4,14.8,0.2,1.4,5.0,SW,24.0,SW,S,9.0,17.0,83.0,87.0,1034.9,7.0,11.2,No,No
2076,24.8,41.2,0.0,12.0,13.3,WNW,30.0,ENE,NE,17.0,13.0,24.0,14.0,1014.9,0.0,30.9,No,No
2077,15.8,18.1,21.0,3.4,3.6,W,46.0,WSW,SW,20.0,24.0,88.0,70.0,1008.5,7.0,16.0,Yes,Yes
2078,6.5,19.8,0.0,5.0,7.1,S,31.0,SSE,S,9.0,15.0,67.0,60.0,1018.3,1.0,16.1,No,No
2079,4.9,20.1,4.6,6.6,13.2,SW,46.0,SW,SW,30.0,24.0,52.0,23.0,1020.7,2.0,11.0,Yes,No
2080,12.0,19.5,52.4,5.8,3.7,SE,54.0,SW,SSE,20.0,26.0,92.0,64.0,1029.6,7.0,13.0,Yes,Yes
2081,24.4,43.1,0.0,17.8,13.4,SE,43.0,SE,ESE,13.0,17.0,38.0,10.0,1011.7,1.0,29.3,No,No
2082,11.1,13.3,5.8,1.0,0.0,N,54.0,N,NNW,13.0,11.0,90.0,84.0,1014.1,8.0,11.7,Yes,Yes
2083,7.1,18.1,0.2,2.8,4.4,NNE,15.0,NE,WSW,2.0,7.0,88.0,65.0,1020.2,3.0,11.2,No,No
2084,24.3,35.1,0.0,8.8,11.2,NNE,35.0,NNE,NNE,22.0,24.0,64.0,33.0,1014.3,5.0,29.0,No,No
2085,12.6,33.4,0.0,6.8,12.6,S,35.0,E,SSW,9.0,17.0,40.0,20.0,1014.7,1.0,23.0,No,No
2086,11.5,23.2,0.0,4.0,8.8,S,33.0,SSW,S,7.0,19.0,88.0,55.0,1024.5,6.0,14.7,No,No
2087,17.9,29.5,0.0,9.4,11.7,ENE,48.0,ESE,ENE,26.0,31.0,52.0,53.0,1017.5,3.0,26.8,No,No
2088,0.7,14.9,0.0,1.6,8.7,NE,24.0,ENE,NE,9.0,13.0,82.0,57.0,1028.9,2.0,7.6,No,No
2089,20.8,30.8,0.2,10.4,12.2,E,35.0,E,E,13.0,15.0,55.0,47.0,1016.4,3.0,26.5,No,No
2090,3.0,15.5,0.0,3.0,9.4,E,28.0,ESE,ENE,4.0,15.0,74.0,52.0,1031.5,1.0,8.1,No,No
2091,4.7,25.9,0.0,2.6,8.9,SSW,33.0,NE,SSW,9.0,24.0,40.0,29.0,1023.6,1.0,17.9,No,No
2092,21.4,29.0,0.0,8.2,12.1,ENE,41.0,NW,E,2.0,26.0,75.0,67.0,1012.5,5.0,24.3,No,No
2093,18.7,21.5,0.6,3.6,0.0,ENE,35.0,W,NE,6.0,13.0,85.0,88.0,1019.3,8.0,18.9,No,Yes
2094,16.4,27.5,0.0,8.0,11.0,SE,44.0,SE,SSE,31.0,19.0,52.0,27.0,1017.1,3.0,18.4,No,No
2095,21.1,27.0,29.2,2.2,0.0,SE,41.0,SW,SSE,4.0,11.0,87.0,59.0,1014.2,8.0,24.1,Yes,Yes
2096,25.4,39.4,0.0,11.8,4.8,SSE,57.0,ESE,SSE,7.0,33.0,36.0,58.0,1008.1,7.0,33.2,No,Yes
2097,15.3,28.6,0.0,3.4,9.7,E,22.0,SW,ENE,4.0,9.0,77.0,51.0,1021.7,1.0,20.2,No,No
2098,15.7,23.9,0.0,3.0,10.0,NNE,24.0,W,E,15.0,17.0,74.0,61.0,1022.7,1.0,18.2,No,No
2099,6.1,25.0,0.0,3.0,10.4,NNW,28.0,E,NW,2.0,9.0,78.0,39.0,1024.3,1.0,15.3,No,No
2100,15.9,27.5,0.0,4.0,6.3,ESE,24.0,ESE,NE,9.0,11.0,51.0,40.0,1019.1,7.0,19.0,No,No
2101,10.6,21.4,1.0,1.6,5.4,WSW,22.0,NNE,W,7.0,11.0,92.0,61.0,1018.5,5.0,13.3,No,Yes
2102,5.5,11.8,1.8,2.8,6.4,NW,59.0,NW,NW,31.0,30.0,76.0,84.0,1012.9,5.0,7.2,Yes,No
2103,18.6,24.6,7.4,3.0,6.1,SSE,54.0,SSE,SE,26.0,35.0,78.0,57.0,1018.7,3.0,20.8,Yes,No
2104,14.7,35.2,0.0,7.4,12.0,N,52.0,E,SE,11.0,20.0,59.0,20.0,1015.6,3.0,22.9,No,No
2105,0.0,20.9,0.0,3.8,10.9,W,43.0,WNW,WSW,4.0,28.0,43.0,24.0,1019.3,1.0,11.7,No,No
2106,7.7,11.9,1.4,2.8,8.1,W,52.0,NNW,WNW,17.0,15.0,68.0,60.0,1009.2,2.0,8.9,Yes,Yes
2107,11.3,36.5,0.0,6.3,8.2,WNW,44.0,NE,NW,11.0,17.0,19.0,7.0,1016.1,6.0,25.3,No,No
2108,17.5,28.4,0.0,4.8,10.3,SSE,37.0,NW,ESE,9.0,26.0,72.0,53.0,1017.8,6.0,23.5,No,No
2109,19.8,21.1,0.4,10.6,0.0,SSW,54.0,SSW,S,31.0,30.0,85.0,83.0,1013.0,8.0,20.3,No,Yes
2110,17.4,29.9,0.0,7.2,11.1,ENE,43.0,E,ENE,20.0,19.0,59.0,34.0,1017.7,2.0,22.2,No,No
2111,18.4,31.1,0.0,5.2,11.1,ENE,28.0,NNW,ENE,4.0,15.0,54.0,66.0,1006.0,1.0,26.1,No,Yes
2112,11.8,24.5,0.2,3.8,9.1,ENE,15.0,SW,NE,6.0,6.0,71.0,56.0,1028.0,1.0,17.1,No,No
2113,15.2,30.6,0.0,10.6,7.9,SSW,41.0,ESE,SW,15.0,13.0,38.0,25.0,1018.4,0.0,21.7,No,No
